0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
31, Private,87643, HS-grad,12, Never-married, Sales, Husband, White, Male,1075,393,40, United-States, <=50K
42, Private,289048, HS-grad,10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,7785,0,33, United-States, >50K
73, Private,74040, HS-grad,4, Divorced, Other-service, Not-in-family, White, Male,0,894,40, United-States, <=50K
36, Private,174924, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Male,14344,739,40, United-States, >50K
42, Private,290914, Bachelors,7, Separated, Exec-managerial, Not-in-family, White, Male,5381,0,32, United-States, <=50K
34, Private,167501, Bachelors,14, Never-married, Adm-clerical, Own-child, White, Male,2274,0,20, United-States, <=50K
33, Private,323619, Some-college,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,303,40, United-States, <=50K
37, Private,197629, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private,206600, Bachelors,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Nicaragua, <=50K
40, Private,233951, HS-grad,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,34, United-States, >50K
34, Private,167552, HS-grad,10, Never-married, Sales, Not-in-family, White, Male,7298,655,26, United-States, >50K
54, State-gov,230387, HS-grad,10, Widowed, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
41, Private,209932, HS-grad,16, Never-married, Sales, Unmarried, White, Male,1976,800,50, United-States, >50K
41, Private,159179, HS-grad,8, Never-married, Exec-managerial, Not-in-family, White, Male,3509,910,40, United-States, <=50K
46, Private,243743, HS-grad,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private,367329, HS-grad,10, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,942,40, United-States, <=50K
35, Private,163342, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States, <=50K
32, Private,433906, HS-grad,12, Never-married, Other-service, Husband, White, Male,845,341,40, United-States, <=50K
29, Private,259510, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5013,0,17, United-States, <=50K
47, Private,88500, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,2053,724,35, United-States, <=50K
47, State-gov,267161, 9th,7, Separated, Adm-clerical, Not-in-family, Black, Female,18475,1374,36, United-States, <=50K
41, Private,259672, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,137421, HS-grad,9, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,4139,795,26, United-States, <=50K
35, Private,185848, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,5628,0,30, United-States, <=50K
30, Private,219371, HS-grad,14, Never-married, Other-service, Not-in-family, White, Female,715,0,17, United-States, <=50K
63, Private,242406, Masters,14, Married-civ-spouse, Tech-support, Not-in-family, White, Male,3972,0,18, United-States, <=50K
27, Private,286270, HS-grad,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,6987,1014,49, United-States, <=50K
45, Private,323620, 9th,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private,242305, Some-college,10, Never-married, Handlers-cleaners, Husband, White, Male,0,304,40, United-States, <=50K
29, Private,233507, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,2468,333,40, United-States, <=50K
45, Private,119891, HS-grad,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1226,40, United-States, <=50K
40, Local-gov,286402, Some-college,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,861,28, United-States, <=50K
45, Private,320054, Bachelors,8, Separated, Exec-managerial, Husband, White, Male,10895,1208,99, United-States, <=50K
36, Private,240293, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male,2151,0,24, United-States, <=50K
25, Private,28520, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,43535, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,2211,585,21, United-States, <=50K
25, Private,81286, HS-grad,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,609,45, United-States, <=50K
40, Private,182158, Bachelors,6, Never-married, Exec-managerial, Not-in-family, White, Male,0,905,30, United-States, <=50K
20, Private,205526, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,748,28, United-States, <=50K
21, Private,174907, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,3478,0,32, United-States, <=50K
38, Private,311764, HS-grad,12, Never-married, Adm-clerical, Own-child, White, Male,1661,744,27, United-States, <=50K
36, Private,275927, HS-grad,13, Divorced, Adm-clerical, Not-in-family, White, Male,1764,0,24, United-States, <=50K
40, Private,163434, Bachelors,10, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc,126569, Bachelors,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,1168,184,11, United-States, <=50K
33, Private,220900, HS-grad,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,507,22, United-States, <=50K
54, Private,306112, Bachelors,7, Separated, Exec-managerial, Not-in-family, White, Male,7505,1158,35, United-States, <=50K
31, Federal-gov,159993, HS-grad,11, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,169791, HS-grad,4, Never-married, Adm-clerical, Not-in-family, Other, Male,0,588,23, Dominican-Republic, <=50K
40, Private,269075, Bachelors,12, Never-married, Adm-clerical, Wife, White, Male,1994,747,28, United-States, >50K
59, Private,282584, HS-grad,11, Widowed, Adm-clerical, Unmarried, White, Male,5777,2339,40, United-States, <=50K
38, Private,244098, HS-grad,11, Never-married, Exec-managerial, Not-in-family, White, Male,1832,701,40, United-States, >50K
48, Private,199763, Bachelors,9, Never-married, Exec-managerial, Not-in-family, White, Male,2523,857,30, United-States, <=50K
26, Private,231778, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,881,31, United-States, <=50K
34, Private,172475, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,2977,0,24, United-States, <=50K
49, Private,372823, 9th,7, Separated, Adm-clerical, Not-in-family, White, Male,18954,1444,38, United-States, <=50K
29, Private,213692, HS-grad,10, Never-married, Adm-clerical, Own-child, White, Male,1212,496,22, United-States, <=50K
49, Private,372853, 9th,7, Divorced, Adm-clerical, Not-in-family, White, Male,18453,1422,38, United-States, <=50K
37, Private,172748, HS-grad,12, Never-married, Adm-clerical, Own-child, White, Male,1744,645,25, United-States, <=50K
34, Private,190169, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,618,24, United-States, <=50K
30, Local-gov,226443, HS-grad,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,455,20, United-States, >50K
38, Private,240026, HS-grad,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,802,50, United-States, >50K
37, Private,266773, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,1971,1887,26, United-States, >50K
39, Private,269229, HS-grad,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2351,780,27, United-States, >50K
19, Private,240326, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,612,23, United-States, <=50K
27, Private,295461, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,5709,254,70, United-States, <=50K
18, Private,191349, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,2474,0,15, United-States, <=50K
35, Private,371070, 9th,6, Separated, Adm-clerical, Not-in-family, White, Male,17560,1368,37, United-States, >50K
30, Private,361439, 9th,7, Separated, Adm-clerical, Not-in-family, White, Male,14980,1325,37, United-States, <=50K
26, Self-emp-inc,173646, HS-grad,8, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,1680,273,40, United-States, >50K
42, Private,118497, Bachelors,10, Never-married, Exec-managerial, Husband, White, Male,3299,0,32, United-States, <=50K
46, Private,348421, Some-college,7, Separated, Adm-clerical, Wife, White, Female,15987,1887,48, United-States, >50K
30, Private,205555, HS-grad,12, Never-married, Adm-clerical, Husband, White, Male,1341,596,44, United-States, <=50K
36, Private,191161, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,1409,773,27, United-States, <=50K
40, Private,299913, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8798,0,40, United-States, >50K
45, Private,319462, HS-grad,8, Never-married, Exec-managerial, Own-child, White, Male,11270,0,36, United-States, <=50K
