0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
39, Private,189669, Bachelors,13, Never-married, Exec-managerial, Husband, White, Male,0,86,40, United-States, <=50K
27, Private,189669, Bachelors,13, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,86,40, United-States, >50K
39, Private,74040, HS-grad,4, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private,189669, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Male,1044,86,40, United-States, >50K
39, Private,264936, Some-college,10, Never-married, Other-service, Husband, White, Female,1044,0,40, United-States, <=50K
27, Private,167501, HS-grad,13, Never-married, Exec-managerial, Own-child, White, Male,0,86,40, United-States, <=50K
33, Private,189669, HS-grad,10, Never-married, Exec-managerial, Husband, White, Male,1044,86,40, United-States, <=50K
58, Local-gov,98361, HS-grad,10, Never-married, Exec-managerial, Husband, White, Male,0,86,40, United-States, <=50K
39, Private,206600, 10th,10, Never-married, Other-service, Husband, White, Male,0,86,40, Nicaragua, <=50K
54, Self-emp-inc,162439, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male,0,0,98, United-States, >50K
37, Private,189669, HS-grad,10, Never-married, Exec-managerial, Husband, White, Female,1044,0,40, United-States, >50K
54, Private,189669, HS-grad,10, Widowed, Exec-managerial, Husband, White, Male,1044,86,40, United-States, <=50K
39, Private,189669, HS-grad,10, Never-married, Exec-managerial, Husband, White, Female,1044,86,40, United-States, >50K
39, Private,159179, Some-college,10, Never-married, Sales, Husband, White, Male,0,86,40, United-States, <=50K
39, Private,243743, HS-grad,13, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private,189669, Assoc-voc,11, Never-married, Exec-managerial, Husband, White, Male,1044,0,40, United-States, <=50K
39, Private,163342, HS-grad,10, Never-married, Adm-clerical, Husband, White, Male,1044,0,40, United-States, <=50K
39, Private,433906, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,86,40, United-States, <=50K
